no.,ActualOnFPC,setting,measure,x1,x2,x3,x4,x5
25,109.3455783462092,110.0,112.91593133403423,63.00265966350387,49.97855690783842,42.312102803497794,56.42834328115933,52.70062786155752
26,110.11725182311471,110.0,114.91781993582417,64.97955663998255,52.45661931570454,44.75989211157038,58.64657441219245,54.90894137127556
27,109.26641390799367,110.0,112.48411343820017,62.651397899093745,49.66014212563335,41.5523138934762,56.041521236201504,52.13167305944035
28,110.96356215677514,110.0,116.29711986568078,66.1608862239163,53.399845340586786,45.41950355690119,59.52442366312294,56.455728328155104
29,109.40605468580426,110.0,112.84904216299203,62.984476064503085,50.10433064830123,42.078196656689926,56.718436995595106,52.998799945222764
30,110.26396111754562,110.0,114.5020710971399,64.39381328714943,51.5192550101747,42.979901485491865,57.71497701707403,54.64680584916902
31,110.01696557170621,110.0,113.75545411616923,63.44515747439098,50.346749950274244,42.29007025672237,56.99199065160838,53.80246386477029
32,108.97210312086443,110.0,112.16760799234392,62.21459225557413,49.766329869449095,41.97004211000211,56.09746946773185,52.5673546588302
33,109.23031739756205,110.0,112.10582496375066,62.08180883278025,49.31172826254257,41.40323125962846,56.17671047885344,52.0124483122722
34,109.81373378761246,110.0,113.33229065428199,63.54365332987917,50.465937859241166,42.22129273694215,57.55399577730204,53.28027119360803
35,110.25665667867668,110.0,114.6281898445933,64.3986331904045,51.67903610774537,43.54483828735312,58.120518571718456,54.78221964806885
36,109.93301778167205,110.0,113.57377216229578,63.5141953937527,50.67756345993577,42.75620983016558,57.62212497626484,53.47516179152952
37,111.76704400625611,110.0,117.9760488116353,68.19645090623676,55.225955077204084,47.44055532284651,61.91714902009552,58.17289695501456
38,110.65521442065199,110.0,115.18565952680395,65.05985504579935,51.83163277656992,43.96534150177591,58.334617976354416,55.058065900218914
39,109.5971791520355,110.0,113.33466899092947,63.46056068436391,50.48533126351729,42.68281610795114,56.59940665182413,53.64956259836979
40,110.70553256147683,110.0,115.23520688699587,65.17746016007956,51.90720400892574,43.4872669308422,58.52204948905362,55.60909201956165
41,109.65044483085316,110.0,113.3494612687432,63.15555083865222,50.527190584827586,42.613263498426356,57.158221165958146,53.42832313371544
42,109.07598028978879,110.0,112.11934130191,62.45935321704217,49.59933024273615,41.4218169751275,55.92543767574329,52.216411427847675
43,110.27908395617256,110.0,114.89182128910463,64.93467880539463,52.241438295074865,44.44504347441282,58.763516020412254,55.24919746500905
44,110.5649433012679,110.0,115.42561725638629,65.50581310816138,52.4228968832419,44.55139201003753,58.87150398396889,55.48760682626652
45,110.11389380410726,110.0,114.50610451089287,64.634096540038,52.03004870160633,44.14282838270383,58.52024133868332,54.48073203611388
46,110.42619720967473,110.0,114.7930642325774,64.7769700440586,51.74730242883994,43.494507651727126,58.14418667657033,54.4159578635085
47,110.03848970467133,110.0,114.07981263816394,64.0171418034407,51.128341202324705,42.766799654036376,57.46584661684968,54.072507387820636
48,109.90798753717195,110.0,113.90650245608573,63.878352281938994,51.11853249790624,42.65577402107958,57.352526034343,54.039098719945336
49,109.52873138503041,110.0,113.37100880193485,63.58937832290926,50.80293687303566,42.86074144387391,56.933383658730456,53.42780977090245
50,109.58091666515996,110.0,112.94771580232843,62.84897208066299,50.05755627901799,41.493060820128946,56.36045418872754,52.968370477090815
51,110.3579422182302,110.0,114.48885979062794,64.6535543466808,51.49989021521394,42.99904977375031,58.2538226518801,55.090441745705476
52,110.13974933519184,110.0,114.34668905182758,64.19240407402465,51.29213653931411,43.709347825756794,58.0863434272293,54.271651945240066
53,109.51851425954267,110.0,113.60686073322147,63.89762106291916,51.15371751679965,42.96711895755849,57.671951988702936,53.73053755378832
54,110.30320127393468,110.0,114.39341951848195,64.25642810374487,51.47132878506488,43.22138735884346,58.38956481799122,54.96371472488827
55,109.88312608006535,110.0,113.7661636836336,63.8344092533944,50.8547980148182,43.33345628770784,57.486122987913156,53.40695647813023
56,109.24196680278085,110.0,112.53707192229129,62.59308686820666,49.64513467739834,41.93429150489735,56.26449996162626,52.485056923088116
57,110.32870494955294,110.0,114.6840790257491,64.48290610461295,51.40400296656693,43.68622119976057,57.892312486209825,54.19449549326776
58,111.35412670426533,110.0,116.71170270885189,66.41378015733913,53.20952261630116,45.16844296309899,59.81340721440137,56.97456852356129
59,110.70692826480831,110.0,115.60803170183789,65.65866249515227,52.66875105953056,44.61038414773508,59.21322611080686,55.59302699073963
60,110.96839126305716,110.0,116.33033336594744,66.14603618010351,52.953994306735986,45.24848081114618,59.28614411959559,56.023397010184965
61,109.98645869361955,110.0,114.6823907138277,64.60167846325909,52.00652937891305,44.13339832105406,57.83922568675558,54.433893227148424
62,110.00948055644893,110.0,114.28981209245691,64.4307940935646,51.809980024172766,43.875756178307704,58.31376168534978,53.58080528598411
63,108.4047898454222,110.0,110.20097368741453,59.83923568426079,47.07699060767321,38.877613286107206,53.44499781222341,50.49332907460776
64,110.9824578030047,110.0,116.01442093108244,66.12472170282032,53.285614696558525,44.74057218371408,59.82696883513305,55.95240716014937
65,108.5299016430703,110.0,110.20948220773833,60.21334028288925,46.80256224004159,38.63177759008287,54.07385725309875,49.75744483636875
66,110.456571444956,110.0,115.33752768972342,65.53436368619504,52.26484632747046,44.52883006088273,58.41778543949961,55.869038635082276
67,109.44282741966387,110.0,112.80667296507731,62.749041907763996,49.75803314589401,41.74321983719091,56.27209772143097,52.871303828379595
68,109.19030000605314,110.0,112.18206730798032,62.34356713654433,49.3105459939086,41.282513574323815,55.925626135749816,51.44956822935579
69,109.67904229812021,110.0,113.44977791145566,63.3315724369981,50.629284046433234,42.54023056689908,56.84644923892086,53.462583036611605
70,110.0770038400022,110.0,114.26242502249791,64.35074944684202,51.376802550746966,43.358338705370514,57.75985717619518,53.955323190601
71,109.75664345520043,110.0,113.40255540015352,63.555734602597425,50.788666909878884,42.73084101173556,57.46504239479179,53.36481659227013
72,109.69467936502454,110.0,113.63572602201941,63.6752740522424,51.1274189758852,42.88688077836966,57.456843586225816,53.9585325116973
73,109.74500645384242,110.0,113.27660428065182,63.12034722401654,50.303553967171936,42.704303268341434,56.83318120777134,52.5884762555395
74,110.25529449209739,110.0,114.74556352164377,64.67863251408224,51.92149189091989,43.78846578762406,57.95422696310446,54.394540604840905
75,109.9886192609357,110.0,114.24658139445602,64.2133638142616,51.174292573200184,43.5533519747653,57.45737924609174,54.40266297743061
76,109.47046424112871,110.0,112.73523038752714,62.6723300585764,49.446705854979605,41.15588110355722,55.81860441202501,53.11380620779396
77,110.51722879481301,110.0,115.00167125060378,64.78335720198966,51.852462546993294,44.16718054491967,58.392304711299296,54.93490329399204
78,108.98135964663811,110.0,111.96220148241105,61.80930773702337,49.16692785827774,41.12284231254967,55.704437729130106,51.85596608735868
79,108.92471778394007,110.0,112.03020130235527,62.06552912430188,49.409643926315375,41.81399753045582,55.84573738949673,51.71916740138197
80,108.9313618778101,110.0,111.59568755218658,61.17132012656815,48.497137443255895,40.70563850014088,55.10803323453145,51.52554246943792
81,109.56249281206593,110.0,113.51012099812986,63.603666230707034,50.67180171875821,43.22596295212137,56.888499115006624,53.28850364580686
82,110.57481713792201,110.0,115.20877761999857,65.20456715913497,52.26629444275609,44.10996844900734,59.00319894104822,55.316119913388874
83,110.37450138697933,110.0,114.52821926522803,64.28479680073801,51.306746250603176,43.50592420724373,57.926819887973636,54.566921648031425
84,109.22166051143289,110.0,112.08206369899855,61.940824766180185,48.62217722944296,40.82647230220043,54.977112654915565,51.90566608991051
85,109.17855562935593,110.0,112.17361949804243,62.16890150988776,49.00167868279306,40.90880875052335,55.48512157564974,51.88537783389121
86,110.52186439049667,110.0,115.28636834601859,64.98420294350173,52.24461192311634,44.25290585663862,58.61028588553868,54.988038317346536
87,109.70823262507906,110.0,113.90345310669574,64.22118256606792,51.09315883751519,43.06351710316717,56.86251970356135,54.131092888616195
88,109.43638665510797,110.0,113.43586102311957,63.486960081335845,50.63720589585981,42.66466677869333,56.7584691682932,53.23238299165943
89,110.07915596361512,110.0,114.68331925173426,64.77836601483214,52.22604992929144,44.878006264601076,58.54469254024042,54.2625494567475
90,109.68861673316385,110.0,113.61844384152108,63.440541133621934,50.58461396597901,42.661600264803255,56.75224661566715,53.99538631650083
91,110.72762489500894,110.0,116.18256036656149,66.31774122728794,53.48700445340534,46.01600571532558,59.744569093482525,55.93180768711856
92,109.79976545811267,110.0,113.4731060915874,63.34424512100709,50.393517255911874,42.49666458997887,56.782865641392924,53.53864791419877
93,110.00401687883203,110.0,114.21943041421028,64.18803777027759,51.15698442981652,43.697430157553605,57.566660299584065,54.16244257531092
94,109.38688787000893,110.0,112.95154788330257,63.06585469128738,50.17737791066802,42.742616964786265,56.99055085616772,53.22947579937532
95,110.0118335440455,110.0,114.18066060974284,64.27391875209416,51.295034808702255,43.16778599244699,57.79863928845229,54.10691906576495
96,109.59438892820957,110.0,113.31709279552582,63.17243924367635,50.17156910008846,42.37464910978422,56.45419257333647,53.295325041422096
97,109.3360300701878,110.0,112.83711808360717,62.944427807303526,50.23012466057189,42.292370877914806,56.59155377943312,52.70053604888603
98,108.61671358313822,110.0,110.8239718364408,61.207935891394065,48.22023281292701,40.0000210056804,55.23781575710811,50.172032761110245
99,110.88473747355123,110.0,115.89685903934608,65.5766786987338,52.68216421211967,44.5695823617722,58.9804544882512,55.731351538644624
100,109.32969034835882,110.0,113.11767156697853,62.89330472509277,50.20518188609844,42.34755145784222,55.9252386838158,53.51965577720368
101,110.27884624220766,110.0,114.57702722522254,64.58385686712766,51.83742200741466,43.37891850396607,58.49870462127146,55.31465360349826
102,109.46606273482708,110.0,113.26062484883359,63.23778395657596,50.65336238707184,42.88438342530303,56.855139735377406,53.28863566289433
103,109.80005099602941,110.0,114.14617161119897,64.18471760255864,51.59377646847821,43.576862014550464,57.61193258702964,53.871624500346755
104,110.0963584864183,110.0,114.36341692219504,64.58812737974547,51.58575991596211,43.42009893543378,57.923013134743975,54.141799347021795
105,109.967311575183,110.0,113.39928806720683,63.63017005000288,50.339543074762965,41.80551826991831,57.27299762280395,53.4665420752251
106,110.06201202470228,110.0,114.5077172735708,64.37961939309032,51.71932327508995,44.36719271801654,57.891651632895446,54.89019258951481
107,109.25360968618944,110.0,112.52582101116991,62.81358034162992,49.83814907531847,41.602325681595254,56.279965684756085,52.60492776153387
108,109.62101757531674,110.0,113.54512198533621,63.45511078988757,50.54080431021016,42.75889078936991,56.74599033947963,53.55304712239927
109,109.59893971203162,110.0,113.27723885063745,63.26391135493192,50.28492845373256,42.4699305311724,56.639587127440386,53.10095252293292
110,109.52203262869305,110.0,112.82927216631128,62.90138479763835,49.49376461812778,42.35983539153642,56.24770348534529,52.421345458417605
111,111.55988092578737,110.0,117.24465626427116,67.14903105414274,54.105214042141995,46.07392706120301,60.90627558976353,57.40026868916723
112,109.85337292065034,110.0,113.52697658837052,63.56126358409071,50.45060447940594,42.25333870117378,57.08779641493615,53.62186472927441
113,110.02385728303895,110.0,113.87221768887602,63.904480467641065,50.875560190287075,42.6264918248692,57.25538330754133,54.37906615431257
114,109.03898830455215,110.0,111.85233275571477,61.88523444433203,49.23380820497061,40.82096055635171,55.80889392574485,51.702269742342864
115,110.55520341004693,110.0,115.63651795247239,65.82661212071318,52.93627038793592,44.864644763407085,58.97199374254436,55.817924939235866
116,110.47431615832066,110.0,115.2558807159637,65.23825951536779,52.39080496221803,44.90470707516499,59.11518902982821,55.30123970520186
117,110.27117118515781,110.0,115.45232850332455,65.56695204376348,53.065798876194016,45.67187606949662,58.84864550532247,55.46487988541092
118,109.87073148855046,110.0,113.5139354111517,63.631849406988096,50.48389052379908,42.440859755286674,57.355083184964585,53.350891637292726
119,109.68572634761138,110.0,113.33865595601966,63.21960221553266,50.30591701027974,42.02794150083892,56.971399442743916,53.518553298451955
120,110.13052051464025,110.0,114.02684527844809,64.24181833176108,51.026271253037464,42.94607186160745,57.904237210440115,53.99389941565331
121,110.11264715923672,110.0,114.55349787439228,64.55283093434576,51.82167081636765,43.79171999273102,57.970813480844825,54.36893368563733
122,109.82412247411153,110.0,114.07577303140751,64.39403042172273,51.63130200889877,43.67109877068796,57.85389401216254,54.04823383384376
123,110.27699254011341,110.0,114.58140399886138,64.6530461996222,51.78872127523748,43.820955006121814,58.38361855029325,54.94555577701445
124,109.4281730957819,110.0,112.4597163739212,62.388370283071936,49.40604320784296,41.1796472889698,56.084124840494304,52.15676454936565
125,109.24508778033915,110.0,111.98191885091688,62.01995683089653,49.123826008580394,40.921529590673195,55.54783351226532,51.92881976317809
126,109.76947871463886,110.0,113.78009600505962,63.994050178937925,51.26985166326678,43.52147211787636,57.85253861198333,54.135320867452684
127,109.8120506401205,110.0,113.65581305048815,63.525573421770424,50.576884986234646,42.70813095845327,56.89226549608491,53.69886070132458
128,109.32844174120358,110.0,112.82526635584102,62.92944429638889,49.91210476523785,41.79922976338499,56.47655560107169,52.89983176743686
129,110.85911495846143,110.0,115.93151406830074,65.8580421448857,53.09912657653167,45.110614634827904,59.573185522983145,55.42882072226822
130,110.00486115675157,110.0,113.60531165474858,63.67909221460024,50.444405240864214,41.85321924016978,56.871630317435184,53.35052122036754
131,110.06197119099026,110.0,113.83325030736266,63.77026225380826,50.76923903320371,42.559383908270604,57.73033482494225,54.01693930306675
132,109.96803122167674,110.0,114.03945763795716,63.99348208175247,50.83514385734516,43.36525489992107,57.188520069019916,54.10978292855485
133,109.27882449731973,110.0,112.86932052988679,63.049472707438795,50.38770196295152,42.2056775919338,56.66850776526878,52.78952379576641
134,110.55666143539626,110.0,115.09958210825101,65.06122068120354,52.085341103283625,44.40846017394529,58.84240359563829,55.08779018989375
135,109.94237261291921,110.0,113.63740327607783,63.58168038946169,50.55708082858655,42.15254496190036,57.37315284716845,54.05666450035434
136,110.20570261233789,110.0,114.65046867777293,64.63478740019359,51.95199294201891,44.24500410527481,58.360769198746226,53.96231162522814
137,109.80811376189341,110.0,113.90103396948518,63.88842243067494,50.86743985252907,43.383722871080984,57.01930303397371,53.65552771320473
138,110.18007381452807,110.0,114.60232739200094,64.74790842389608,52.26875641195297,44.306728975819645,58.59223303986961,54.71556925285735
139,109.91691953732385,110.0,114.3422514491202,64.4599441753301,51.77563339248016,43.66085626599374,58.06033698653965,54.55543662255082
140,109.93827157682223,110.0,113.86971003212143,63.94644990764216,50.96217569296568,42.74450417492333,57.42381798223832,53.02918614616459
141,108.86020945476409,110.0,111.50545018508832,61.561472249299385,48.93247160787621,40.926817417155554,55.43159701019617,52.42142367208448
142,110.54076948711901,110.0,115.27788952709349,65.25978922133758,52.176715622700186,44.28149114035759,58.749859209318046,55.173505614890736
143,110.02309517572488,110.0,113.63241226548061,63.626387228534874,50.41895448016066,42.42402806491664,57.32400283381649,53.758280142048235
144,109.65410775978812,110.0,112.87153665792891,62.80320816131985,49.48893668633105,41.520438378347656,56.16465799593346,52.85487358479893
145,111.41806351164996,110.0,116.88447302416279,67.00307850074532,54.15863598093337,45.91255790849942,60.64045026299892,56.90881657010308
146,109.13514434621845,110.0,111.9637791979508,61.996013568974206,48.780803541970165,41.2718029196766,55.421513755832386,52.078928279300314
147,110.14299380436093,110.0,113.81343622436117,63.60566496232674,50.271258483230184,42.50981320669552,57.150398396269196,54.30650869198853
148,110.73253166072062,110.0,116.13739338143152,66.17013811963307,53.61272432823536,45.82944212165441,59.8624934928853,56.370051045333526
149,109.66005808302958,110.0,113.49148691864075,63.74235435575865,50.82545517793347,43.144000451614545,57.21526584371241,53.685535620516234
150,109.6194573133616,110.0,113.82852145803972,63.9774591427077,51.35337623298436,43.35466356781609,57.5470895236234,53.65870080942487
151,109.20947470651102,110.0,112.51139270956975,62.262701935266335,49.65955264429395,42.01241561808291,55.925325025593764,52.2020235183763
152,110.09241388721776,110.0,114.03679343311454,63.98263419433154,51.00603992926432,42.88469531164891,57.7728007287045,53.8733605334195
153,109.53368918877604,110.0,113.09551080497148,63.38505288501192,50.49485917108255,42.269324849603706,57.07792952170904,52.786005069345556
154,108.8310965398898,110.0,111.45197602628207,61.45766540914353,48.61356598185994,40.717474306583156,55.23656574798177,51.314456618759664
155,110.91466812811392,110.0,116.10867613768639,66.3011935423409,53.43018233391446,45.59355917569939,60.034740601125065,56.16169031071212
156,110.8503668449248,110.0,115.4949274026649,65.30630051424559,52.52502377058662,44.10305693882846,58.990163746137675,55.422658203165064
157,109.75787757733116,110.0,113.35641654524284,63.32679055247936,50.28936383041784,42.562453918405176,56.99291860208811,53.339760717947065
158,109.85346366343974,110.0,113.89154359560143,63.77021635111753,50.95297625305278,42.904668488422764,57.0675588701407,53.34512500434139
159,109.59024030993012,110.0,113.03805653992153,63.13823627898323,50.184075410133296,42.31869218348859,56.66383805939744,53.91956480091361
160,110.63332520410093,110.0,115.22981690927745,65.11788797325526,52.07158510090508,44.48955806442841,58.70693830046546,55.473514427448855
161,109.6021325688087,110.0,113.87556702534427,64.04985857162058,51.25433210402382,43.60725703967071,57.2302576886476,53.691919273011976
162,109.55311353553647,110.0,112.9651442490283,62.83878991284658,49.832746618222586,41.363349327738995,56.23920833497059,52.43856702651667
163,109.35921334785138,110.0,112.61948823461337,62.66286084797612,49.828059733687375,41.968717685176955,56.32048051169995,52.691580649207005
164,108.74395422733787,110.0,111.25842989720923,61.188530853039055,48.367171320143164,40.306148393596125,54.660190544440304,51.09036880169332
165,110.114148758879,110.0,114.23554764462165,64.0176275257242,51.262324729717236,42.89415224638569,57.53005192188342,54.20046854969049
166,110.66170494025458,110.0,115.52075965151994,65.249700130232,52.63758868237119,44.14474679583315,58.81801969659671,55.437594796124955
167,110.90468034625384,110.0,116.33195953806518,66.4824175754956,53.84123208658663,46.133054199750994,60.21834306251174,56.61458196320296
168,109.30212812453966,110.0,112.53081431630775,62.40967154307225,49.355127160015506,41.4734279697262,55.81657706919373,52.883931071917004
169,110.00925093069759,110.0,113.8238237743003,63.84022622784763,50.76920142241524,42.56808982425237,57.318645795353206,53.52922736282478
170,110.02199093776747,110.0,114.2461717051546,64.43518666180843,51.7947668485459,43.32631385897007,58.266079503552966,53.971304316396385
171,109.65488797298563,110.0,113.16838816918865,63.30149988819093,50.287838032903565,42.0850632008027,56.81382965576651,53.13095369187214
172,110.23959868701871,110.0,114.21205840016987,63.93072679857268,51.06969052927224,42.79582576459394,57.651933319503584,54.19683484589183
173,111.00877582122794,110.0,116.2993869533414,66.2894311160208,53.55322972203466,45.39608923977393,60.06924744849904,56.32221685818861
174,110.13396629830692,110.0,114.88455752497816,65.00463143414747,52.47223249333992,44.71977788288699,58.44870030180319,55.26083534621151
175,109.252269326154,110.0,112.68101922134744,62.76110389434503,49.915456884983655,41.968100286743855,56.49767535279268,52.52913808705108
176,108.98482036759496,110.0,111.79432002174534,61.91895432785942,48.958588682276094,41.019908940857356,55.83662565918469,51.83285155131231
177,108.87568495556708,110.0,111.71543245642084,61.58731876764649,48.47843262408798,40.6440197332021,54.5299247048741,52.31373407482584
178,110.59601866808896,110.0,115.39763788637966,65.22883426456698,52.42779936623182,44.648445990585074,59.06223788736979,55.37972755187571
179,109.80296997298774,110.0,113.21508450540867,63.224795867652816,49.834044711307904,41.561922637797416,56.51459400973325,53.35325993250373
180,110.54569095854774,110.0,115.24701971278135,65.4550719808032,52.472744053713896,44.158382049031545,58.85300586064853,55.185674677297925
181,109.30884571748993,110.0,112.73698237233245,62.6789534073374,49.8172390367971,41.698027473827224,55.7106103375647,52.80192973896058
182,109.22999243241655,110.0,112.75162486773614,62.89555108697113,49.97901424917028,42.18499685498596,56.146226269145096,52.895901943256995
183,110.95880590450473,110.0,116.13231376879698,66.24730115190863,53.59005849820421,45.24623752441765,60.0009871262869,55.65336354399175
184,108.86906632802305,110.0,112.0390132710162,61.94767592251194,49.37637700582456,41.121669816958175,55.402019931783194,51.68636433426997
185,108.67562432340196,110.0,111.15314267201241,61.13026279376505,48.42531618412835,40.98283811008394,55.25137146143845,51.526284680888445
186,110.2453136127847,110.0,114.9919443625205,65.11506797353142,52.39257170516423,44.78324903575408,58.611237941288074,55.05343519607012
187,109.88944812235717,110.0,113.52159637419254,63.61780056660649,50.310624854819764,41.8986349397948,57.15347161660087,53.21316951912678
188,109.5223836099483,110.0,113.14616867935132,63.168259369531235,50.33611905975663,42.09492557680895,56.72918880036476,52.77463663658338
189,110.2794947072928,110.0,114.5637704388842,64.42270249366432,51.33563500848719,43.78906827199515,58.01518549781167,54.86688028735388
190,108.3822581387559,110.0,110.88381718732329,61.063176837572684,48.39525223004716,40.56232831496512,54.315773869922026,50.79535296370831
191,110.69562586443465,110.0,115.82970092823338,66.10156771301388,53.255308618114285,45.19318329275278,59.52477078911932,55.926312139537735
192,110.10102782572712,110.0,114.60264674236866,64.88683761586965,51.74667194529982,43.91018051084651,57.98521850340863,55.16127082173455
193,110.45906432191691,110.0,115.58147815028742,65.62616423896043,52.92452878572499,45.286322182084376,59.49503573356617,55.587608411530915
194,110.29579841219439,110.0,114.93923939802205,65.06176876677436,52.4500868712609,44.74563004207442,58.6932738664998,54.84854631168839
195,109.71207227247731,110.0,113.69127322085028,64.04694987334229,51.29976079975397,43.6922601146658,58.01573445176944,53.882532096652284
196,111.06842959299203,110.0,116.34959712805589,66.1796540404083,52.977232643791766,45.04186319880266,59.382931999768964,56.272071783107364
197,111.389110888454,110.0,116.95050798428811,66.97222608281518,53.99119919827401,45.69510124789842,60.64917874709631,57.34299252705575
198,109.90306030002438,110.0,114.18580231302214,64.3673661628349,51.696143967832455,43.34433482969662,57.80874489272335,54.549659611824104
199,108.49680988028621,110.0,111.10001372802765,60.93895372289839,48.132114725767465,40.665668252454275,54.336532617415926,51.30387472134653
200,110.45027995559853,110.0,115.1222705291991,64.71198971061357,51.86129516102385,44.115228570999726,57.75537269782109,55.08854900446968
201,108.4125717519963,110.0,110.68286445374697,60.66830099342069,47.69183535167226,39.439092487313836,54.25327366571192,50.83052716710148
202,107.92605629338935,110.0,109.47119540684389,59.515949409045476,46.635544957253444,39.19379885834769,53.30986352487803,49.72199003749862
203,109.92066427721748,110.0,113.64908621598927,63.13880263873859,50.294262216865015,42.115158554207135,56.38217999957293,53.672740339399496
204,109.35849137028437,110.0,113.16940261903069,63.42693342283753,50.72901519450082,43.13473337496922,57.27233374967402,53.37658637615679
205,110.5355405103276,110.0,115.12279812284126,65.29033859290206,52.187391584633616,44.21759789380749,58.95813816513293,54.85571057603159
206,109.78337753843017,110.0,113.78387767340399,63.63631256998838,51.07296431802513,41.988042257561396,57.26409569507214,53.704727475586154
207,111.0761758118272,110.0,116.30243765057003,66.2490877581787,53.029002072906025,44.917814274598804,59.728859286037334,56.63197018896073
208,109.54448890329303,110.0,112.80272627358667,63.01906575271204,49.93302517526835,41.396035470522975,56.55528843353277,52.6416470103417
209,109.93280981887249,110.0,114.12633815535557,64.08032490442856,51.58047400851738,43.39293855604668,57.68692759510049,54.092138982675316
210,110.38449102923792,110.0,115.18906722664,65.06265487652799,52.4058416816614,44.521267250842584,58.54681083795287,55.42384896035824
211,110.41123538411624,110.0,115.49615103802277,65.54975526121268,53.035616077584834,44.80457440847055,59.18039582913439,55.50836104183434
212,109.82379990797328,110.0,113.75182499397826,64.02102122598546,51.038568929306614,43.09243554624514,57.3421334319285,53.4060475247674
213,109.01134776175479,110.0,112.08559263728779,62.12573707428893,49.46410751453071,41.6160546108272,55.7212028314464,51.92145324764972
214,110.41795710357565,110.0,114.92555885787311,65.12253653841859,52.32757721573362,44.2995241839038,59.31405824673681,54.52131064441533
215,109.15397404151956,110.0,112.15788297698741,62.206744748948246,49.160694800209775,41.58588926204395,55.71484779125759,51.86918166139735
216,109.04970655022164,110.0,112.1035876008961,62.02628556694629,49.19635005345029,40.947140204702386,55.16057665571803,52.12834301404305
217,109.94132390463352,110.0,113.63775800548991,63.626639842497624,50.68940424700519,42.97168230409446,57.5471288022014,53.850341846507206
218,109.89381716908775,110.0,113.70946860647406,63.68944220866978,50.88016515532368,43.25244312931763,57.43340893823681,53.44181521651372
219,109.96801543573446,110.0,114.37987587037973,64.25931469388885,51.73647388764938,43.786506081081136,58.13498268505211,54.47570395650946
220,110.19551961623866,110.0,114.37781468043603,64.09379405043421,51.10273253036838,43.03250185396845,57.74727315559125,54.750951446362926
221,109.31151661990698,110.0,112.1469700861207,62.157583171786996,49.07340329604819,41.32794158929256,56.07140403269278,52.322824759257124
222,109.29354876848535,110.0,112.35982962550729,62.44309633540919,49.67142640932423,41.67722116659156,56.280147544780085,52.22368658472537
223,109.7092815269695,110.0,112.96628184303138,62.74682413388327,49.433380552821944,40.94585213640495,55.82123460513873,52.741086830559404
