LDD test_1,LDD test_2,HHG_1,HHG_2,Cond.1_1,Cond.1_2,Cond.2_1,Cond.2_2,Cond.3_1,Cond.3_2,Cond.4_1,Cond.4_2,Cond.5_1,Cond.5_2,Cond.6_1,Cond.6_2,Cond.7_1,Cond.7_2,Cond.8_1,Cond.8_2,Cond.9_1,Cond.9_2
296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0
296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25,296.25
296.5,296.5,296.5,296.5,296.5,296.5,296.5,296.5,296.5,296.5,296.5,296.5,296.5,296.5,296.5,296.5,296.5,296.5,296.5,296.5,296.5,296.5
296.75,296.75,296.75,296.75,296.75,296.75,296.75,296.75,296.75,296.75,296.75,296.75,296.75,296.75,296.75,296.75,296.75,296.75,296.75,296.75,296.75,296.75
297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0
297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25,297.25
297.5,297.5,297.5,297.5,297.5,297.5,297.5,297.5,297.5,297.5,297.5,297.5,297.5,297.5,297.5,297.5,297.5,297.5,297.5,297.5,297.5,297.5
297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75,297.75
298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0
298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25,298.25
298.5,298.5,298.5,298.5,298.5,298.5,298.5,298.5,298.5,298.5,298.5,298.5,298.5,298.5,298.5,298.5,298.5,298.5,298.5,298.5,298.5,298.5
298.75,298.75,298.75,298.75,298.75,298.75,298.75,298.75,298.75,298.75,298.75,298.75,298.75,298.75,298.75,298.75,298.75,298.75,298.75,298.75,298.75,298.75
299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0
299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25,299.25
299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5,299.5
299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75
300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25
300.5,300.5,300.5,300.5,300.5,300.5,300.5,300.5,300.5,300.5,300.5,300.5,300.5,300.5,300.5,300.5,300.5,300.5,300.5,300.5,300.5,300.5
300.75,300.75,300.75,300.75,300.75,300.75,300.75,300.75,300.75,300.75,300.75,300.75,300.75,300.75,300.75,300.75,300.75,300.75,300.75,300.75,300.75,300.75
301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0
301.25,301.25,301.25,301.25,301.25,301.25,301.25,301.25,301.25,301.25,301.25,301.25,301.25,301.25,301.25,301.25,301.25,301.25,301.25,301.25,301.25,301.25
301.5,301.5,301.5,301.5,301.5,301.5,301.5,301.5,301.5,301.5,301.5,301.5,301.5,301.5,301.5,301.5,301.5,301.5,301.5,301.5,301.5,301.5
301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75
302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0
302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25
302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5
302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75
303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0
303.25,303.25,303.25,303.25,303.25,303.25,303.25,303.25,303.25,303.25,303.25,303.25,303.25,303.25,303.25,303.25,303.25,303.25,303.25,303.25,303.25,303.25
303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5
303.75,303.75,303.75,303.75,303.75,303.75,303.75,303.75,303.75,303.75,303.75,303.75,303.75,303.75,303.75,303.75,303.75,303.75,303.75,303.75,303.75,303.75
304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0
304.25,304.25,304.25,304.25,304.25,304.25,304.25,304.25,304.25,304.25,304.25,304.25,304.25,304.25,304.25,304.25,304.25,304.25,304.25,304.25,304.25,304.25
304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5
304.75,304.75,304.75,304.75,304.75,304.75,304.75,304.75,304.75,304.75,304.75,304.75,304.75,304.75,304.75,304.75,304.75,304.75,304.75,304.75,304.75,304.75
305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0
305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25
305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5
305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75
306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0,306.0
306.25,306.25,306.25,306.25,306.25,306.25,306.25,306.25,306.25,306.25,306.25,306.25,306.25,306.25,306.25,306.25,306.25,306.25,306.25,306.25,306.25,306.25
306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5,306.5
306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75
307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0
307.25,307.25,307.25,307.25,307.25,307.25,307.25,307.25,307.25,307.25,307.25,307.25,307.25,307.25,307.25,307.25,307.25,307.25,307.25,307.25,307.25,307.25
307.5,307.5,307.5,307.5,307.5,307.5,307.5,307.5,307.5,307.5,307.5,307.5,307.5,307.5,307.5,307.5,307.5,307.5,307.5,307.5,307.5,307.5
307.75,307.75,307.75,307.75,307.75,307.75,307.75,307.75,307.75,307.75,307.75,307.75,307.75,307.75,307.75,307.75,307.75,307.75,307.75,307.75,307.75,307.75
308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0
308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25
308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5,308.5
308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75
309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0
309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25
309.5,309.5,309.5,309.5,309.5,309.5,309.5,309.5,309.5,309.5,309.5,309.5,309.5,309.5,309.5,309.5,309.5,309.5,309.5,309.5,309.5,309.5
309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75,309.75
310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0
310.25,310.25,310.25,310.25,310.25,310.25,310.25,310.25,310.25,310.25,310.25,310.25,310.25,310.25,310.25,310.25,310.25,310.25,310.25,310.25,310.25,310.25
310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5,310.5
310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75
311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0
311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25
311.5,311.5,311.5,311.5,311.5,311.5,311.5,311.5,311.5,311.5,311.5,311.5,311.5,311.5,311.5,311.5,311.5,311.5,311.5,311.5,311.5,311.5
311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75
312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0,312.0
312.25,312.25,312.25,312.25,312.25,312.25,312.25,312.25,312.25,312.25,312.25,312.25,312.25,312.25,312.25,312.25,312.25,312.25,312.25,312.25,312.25,312.25
312.5,312.5,312.5,312.5,312.5,312.5,312.5,312.5,312.5,312.5,312.5,312.5,312.5,312.5,312.5,312.5,312.5,312.5,312.5,312.5,312.5,312.5
312.75,312.75,312.75,312.75,312.75,312.75,312.75,312.75,312.75,312.75,312.75,312.75,312.75,312.75,312.75,312.75,312.75,312.75,312.75,312.75,312.75,312.75
313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0,313.0
313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25
313.5,313.5,313.5,313.5,313.5,313.5,313.5,313.5,313.5,313.5,313.5,313.5,313.5,313.5,313.5,313.5,313.5,313.5,313.5,313.5,313.5,313.5
313.75,313.75,313.75,313.75,313.75,313.75,313.75,313.75,313.75,313.75,313.75,313.75,313.75,313.75,313.75,313.75,313.75,313.75,313.75,313.75,313.75,313.75
314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0,314.0
314.25,314.25,314.25,314.25,314.25,314.25,314.25,314.25,314.25,314.25,314.25,314.25,314.25,314.25,314.25,314.25,314.25,314.25,314.25,314.25,314.25,314.25
314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5
314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75,314.75
315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0
315.25,315.25,315.25,315.25,315.25,315.25,315.25,315.25,315.25,315.25,315.25,315.25,315.25,315.25,315.25,315.25,315.25,315.25,315.25,315.25,315.25,315.25
315.5,315.5,315.5,315.5,315.5,315.5,315.5,315.5,315.5,315.5,315.5,315.5,315.5,315.5,315.5,315.5,315.5,315.5,315.5,315.5,315.5,315.5
315.75,315.75,315.75,315.75,315.75,315.75,315.75,315.75,315.75,315.75,315.75,315.75,315.75,315.75,315.75,315.75,315.75,315.75,315.75,315.75,315.75,315.75
316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0
316.25,316.25,316.25,316.25,316.25,316.25,316.25,316.25,316.25,316.25,316.25,316.25,316.25,316.25,316.25,316.25,316.25,316.25,316.25,316.25,316.25,316.25
316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5,316.5
316.75,316.75,316.75,316.75,316.75,316.75,316.75,316.75,316.75,316.75,316.75,316.75,316.75,316.75,316.75,316.75,316.75,316.75,316.75,316.75,316.75,316.75
317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0
317.25,317.25,317.25,317.25,317.25,317.25,317.25,317.25,317.25,317.25,317.25,317.25,317.25,317.25,317.25,317.25,317.25,317.25,317.25,317.25,317.25,317.25
317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5,317.5
317.75,317.75,317.75,317.75,317.75,317.75,317.75,317.75,317.75,317.75,317.75,317.75,317.75,317.75,317.75,317.75,317.75,317.75,317.75,317.75,317.75,317.75
318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0
318.25,318.25,318.25,318.25,318.25,318.25,318.25,318.25,318.25,318.25,318.25,318.25,318.25,318.25,318.25,318.25,318.25,318.25,318.25,318.25,318.25,318.25
318.5,318.5,318.5,318.5,318.5,318.5,318.5,318.5,318.5,318.5,318.5,318.5,318.5,318.5,318.5,318.5,318.5,318.5,318.5,318.5,318.5,318.5
318.75,318.75,318.75,318.75,318.75,318.75,318.75,318.75,318.75,318.75,318.75,318.75,318.75,318.75,318.75,318.75,318.75,318.75,318.75,318.75,318.75,318.75
319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0
319.25,319.25,319.25,319.25,319.25,319.25,319.25,319.25,319.25,319.25,319.25,319.25,319.25,319.25,319.25,319.25,319.25,319.25,319.25,319.25,319.25,319.25
319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5
319.75,319.75,319.75,319.75,319.75,319.75,319.75,319.75,319.75,319.75,319.75,319.75,319.75,319.75,319.75,319.75,319.75,319.75,319.75,319.75,319.75,319.75
320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
320.25,320.25,320.25,320.25,320.25,320.25,320.25,320.25,320.25,320.25,320.25,320.25,320.25,320.25,320.25,320.25,320.25,320.25,320.25,320.25,320.25,320.25
320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5
320.75,320.75,320.75,320.75,320.75,320.75,320.75,320.75,320.75,320.75,320.75,320.75,320.75,320.75,320.75,320.75,320.75,320.75,320.75,320.75,320.75,320.75
321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0
321.25,321.25,321.25,321.25,321.25,321.25,321.25,321.25,321.25,321.25,321.25,321.25,321.25,321.25,321.25,321.25,321.25,321.25,321.25,321.25,321.25,321.25
321.5,321.5,321.5,321.5,321.5,321.5,321.5,321.5,321.5,321.5,321.5,321.5,321.5,321.5,321.5,321.5,321.5,321.5,321.5,321.5,321.5,321.5
321.75,321.75,321.75,321.75,321.75,321.75,321.75,321.75,321.75,321.75,321.75,321.75,321.75,321.75,321.75,321.75,321.75,321.75,321.75,321.75,321.75,321.75
322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0
322.25,322.25,322.25,322.25,322.25,322.25,322.25,322.25,322.25,322.25,322.25,322.25,322.25,322.25,322.25,322.25,322.25,322.25,322.25,322.25,322.25,322.25
322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5
322.75,322.75,322.75,322.75,322.75,322.75,322.75,322.75,322.75,322.75,322.75,322.75,322.75,322.75,322.75,322.75,322.75,322.75,322.75,322.75,322.75,322.75
323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0
323.25,323.25,323.25,323.25,323.25,323.25,323.25,323.25,323.25,323.25,323.25,323.25,323.25,323.25,323.25,323.25,323.25,323.25,323.25,323.25,323.25,323.25
323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5,323.5
323.75,323.75,323.75,323.75,323.75,323.75,323.75,323.75,323.75,323.75,323.75,323.75,323.75,323.75,323.75,323.75,323.75,323.75,323.75,323.75,323.75,323.75
324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0
324.25,324.25,324.25,324.25,324.25,324.25,324.25,324.25,324.25,324.25,324.25,324.25,324.25,324.25,324.25,324.25,324.25,324.25,324.25,324.25,324.25,324.25
324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5
324.75,324.75,324.75,324.75,324.75,324.75,324.75,324.75,324.75,324.75,324.75,324.75,324.75,324.75,324.75,324.75,324.75,324.75,324.75,324.75,324.75,324.75
325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0,325.0
325.25,325.25,325.25,325.25,325.25,325.25,325.25,325.25,325.25,325.25,325.25,325.25,325.25,325.25,325.25,325.25,325.25,325.25,325.25,325.25,325.25,325.25
325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5
325.75,325.75,325.75,325.75,325.75,325.75,325.75,325.75,325.75,325.75,325.75,325.75,325.75,325.75,325.75,325.75,325.75,325.75,325.75,325.75,325.75,325.75
326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0
326.25,326.25,326.25,326.25,326.25,326.25,326.25,326.25,326.25,326.25,326.25,326.25,326.25,326.25,326.25,326.25,326.25,326.25,326.25,326.25,326.25,326.25
326.5,326.5,326.5,326.5,326.5,326.5,326.5,326.5,326.5,326.5,326.5,326.5,326.5,326.5,326.5,326.5,326.5,326.5,326.5,326.5,326.5,326.5
326.75,326.75,326.75,326.75,326.75,326.75,326.75,326.75,326.75,326.75,326.75,326.75,326.75,326.75,326.75,326.75,326.75,326.75,326.75,326.75,326.75,326.75
327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0,327.0
327.25,327.25,327.25,327.25,327.25,327.25,327.25,327.25,327.25,327.25,327.25,327.25,327.25,327.25,327.25,327.25,327.25,327.25,327.25,327.25,327.25,327.25
